current URL,HTTP status,indexability,canonical,language,title,H1,main topic,internal links,external backlinks if discoverable,old equivalent URL,proposed action,target URL,redirect type,reason
https://camelotflows.dev/ru/about,200,indexable,https://camelotflows.dev/ru/about,ru,Об Александру Бузи | Camelot Flows,"Avalon для мастеров — держу его на ходу из Молдовы, пока мой сын Артур спит.",Alexandru Buzi and the solo-specialist operating model,incoming 60; outgoing 44,Not discoverable from public crawl; verify with Search Console/backlink export,,REWRITE IN PLACE,https://camelotflows.dev/ru/about,none,Core commercial route in the focused EN/RO/RU architecture.
https://camelotflows.dev/ru/arsenal,200,indexable,https://camelotflows.dev/ru/arsenal,ru,Arsenal | Camelot Flows,Arsenal,Supporting tools and technology stack,incoming 118; outgoing 43,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/arsenal,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/ru/audit,200,indexable,https://camelotflows.dev/ru/audit,ru,Ваш сайт незаметно теряет клиентов? | Camelot Flows,Ваш сайт незаметно теряет клиентов?,Website audit lead tool,incoming 37; outgoing 42,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/audit,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/ru/blog/,200,indexable,https://camelotflows.dev/ru/blog/,ru,Заметки из Мастерской. | Camelot Flows,Заметки из Мастерской.,Article: Заметки из Мастерской.,incoming 51; outgoing 71,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP,https://camelotflows.dev/ru/blog/,none,Preserve the article URL and accumulated search signals.
https://camelotflows.dev/ru/blog/automate-import-back-office-before-hiring/,200,indexable,https://camelotflows.dev/ru/blog/automate-import-back-office-before-hiring/,ru,Налог на бэк-офис импорта: 5 задач для автоматизации до найма | Camelot Flows,Налог на бэк-офис импорта: 5 задач для автоматизации до найма,Article: Налог на бэк-офис импорта: 5 задач для автоматизации до найма,incoming 8; outgoing 46,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP,https://camelotflows.dev/ru/blog/automate-import-back-office-before-hiring/,none,Preserve the article URL and accumulated search signals.
https://camelotflows.dev/ru/blog/building-dreamscape-in-parallel/,200,indexable,https://camelotflows.dev/ru/blog/building-dreamscape-in-parallel/,ru,Строю Dreamscape Параллельно: Как Геймдев Точит Мои Навыки | Camelot Flows,Строю Dreamscape Параллельно: Как Геймдев Точит Мои Навыки,Founder notes and game-development learning,incoming 8; outgoing 45,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP,https://camelotflows.dev/ru/blog/building-dreamscape-in-parallel/,none,Preserve search signals; classify as Founder Notes and keep secondary.
https://camelotflows.dev/ru/blog/do-i-own-my-website-checklist/,200,indexable,https://camelotflows.dev/ru/blog/do-i-own-my-website-checklist/,ru,Вам Действительно Принадлежит Ваш Сайт? Проверка За 5 Минут | Camelot Flows,Вам Действительно Принадлежит Ваш Сайт? Проверка За 5 Минут,Article: Вам Действительно Принадлежит Ваш Сайт? Проверка За 5 Минут,incoming 7; outgoing 48,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP,https://camelotflows.dev/ru/blog/do-i-own-my-website-checklist/,none,Preserve the article URL and accumulated search signals.
https://camelotflows.dev/ru/blog/how-chatgpt-decides-which-local-businesses-to-recommend/,200,indexable,https://camelotflows.dev/ru/blog/how-chatgpt-decides-which-local-businesses-to-recommend/,ru,"Как ChatGPT выбирает, какие местные компании советовать | Camelot Flows","Как ChatGPT выбирает, какие местные компании советовать","Article: Как ChatGPT выбирает, какие местные компании советовать",incoming 8; outgoing 48,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP,https://camelotflows.dev/ru/blog/how-chatgpt-decides-which-local-businesses-to-recommend/,none,Preserve the article URL and accumulated search signals.
https://camelotflows.dev/ru/blog/how-i-build-sites-for-clients/,200,indexable,https://camelotflows.dev/ru/blog/how-i-build-sites-for-clients/,ru,"Как Я Строю Сайты для Клиентов: Простой WordPress, Кастомные Сборки и AI-Автоматизации | Camelot Flows","Как Я Строю Сайты для Клиентов: Простой WordPress, Кастомные Сборки и AI-Автоматизации","Article: Как Я Строю Сайты для Клиентов: Простой WordPress, Кастомные Сборки и AI-Автоматизации",incoming 10; outgoing 46,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP,https://camelotflows.dev/ru/blog/how-i-build-sites-for-clients/,none,Preserve the article URL and accumulated search signals.
https://camelotflows.dev/ru/blog/how-i-build-websites-for-e390-the-starter-page-breakdown/,200,indexable,https://camelotflows.dev/ru/blog/how-i-build-websites-for-e390-the-starter-page-breakdown/,ru,Как Я Делаю Сайты за 390€: Разбор Стартовой Страницы | Camelot Flows,Как Я Делаю Сайты за 390€: Разбор Стартовой Страницы,Article: Как Я Делаю Сайты за 390€: Разбор Стартовой Страницы,incoming 10; outgoing 46,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP,https://camelotflows.dev/ru/blog/how-i-build-websites-for-e390-the-starter-page-breakdown/,none,Preserve the article URL and accumulated search signals.
https://camelotflows.dev/ru/blog/how-to-leave-your-web-agency-without-losing-your-website/,200,indexable,https://camelotflows.dev/ru/blog/how-to-leave-your-web-agency-without-losing-your-website/,ru,Как уйти от веб-агентства и не потерять сайт | Camelot Flows,Как уйти от веб-агентства и не потерять сайт,Article: Как уйти от веб-агентства и не потерять сайт,incoming 8; outgoing 48,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP,https://camelotflows.dev/ru/blog/how-to-leave-your-web-agency-without-losing-your-website/,none,Preserve the article URL and accumulated search signals.
https://camelotflows.dev/ru/blog/why-is-my-new-website-not-showing-up-on-google/,200,indexable,https://camelotflows.dev/ru/blog/why-is-my-new-website-not-showing-up-on-google/,ru,Почему мой новый сайт не появляется в Google? | Camelot Flows,Почему мой новый сайт не появляется в Google?,Article: Почему мой новый сайт не появляется в Google?,incoming 7; outgoing 48,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP,https://camelotflows.dev/ru/blog/why-is-my-new-website-not-showing-up-on-google/,none,Preserve the article URL and accumulated search signals.
https://camelotflows.dev/ru/blog/why-wordpress-slow-on-mobile/,200,indexable,https://camelotflows.dev/ru/blog/why-wordpress-slow-on-mobile/,ru,Почему ваш сайт на WordPress тормозит на телефоне | Camelot Flows,Почему ваш сайт на WordPress тормозит на телефоне,Article: Почему ваш сайт на WordPress тормозит на телефоне,incoming 7; outgoing 48,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP,https://camelotflows.dev/ru/blog/why-wordpress-slow-on-mobile/,none,Preserve the article URL and accumulated search signals.
https://camelotflows.dev/ru/case-studies,200,indexable,https://camelotflows.dev/ru/case-studies,ru,Клиентские кейсы — WordPress и AI-автоматизация | Camelot Flows,"Работа, которую беру. Результаты, которые сдаю.",Verified client work and fictional workflow demonstrations,incoming 124; outgoing 42,Not discoverable from public crawl; verify with Search Console/backlink export,,REWRITE IN PLACE,https://camelotflows.dev/ru/case-studies,none,Core commercial route in the focused EN/RO/RU architecture.
https://camelotflows.dev/ru/contact,200,indexable,https://camelotflows.dev/ru/contact,ru,Контакты Camelot Flows | Бриф для веб- или AI-проекта,Расскажи о проекте.,Workflow diagnostic and project contact,incoming 255; outgoing 41,Not discoverable from public crawl; verify with Search Console/backlink export,,REWRITE IN PLACE,https://camelotflows.dev/ru/contact,none,Core commercial route in the focused EN/RO/RU architecture.
https://camelotflows.dev/ru/custom-premium,200,indexable,https://camelotflows.dev/ru/custom-premium,ru,Создан для твоего бренда. Работает на интеллекте. | Camelot Flows,Создан для твоего бренда. Работает на интеллекте.,Legacy website service offer,incoming 5; outgoing 36,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/custom-premium,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/ru/ecommerce-wp,200,indexable,https://camelotflows.dev/ru/ecommerce-wp,ru,"Разработка, редизайн и миграция WooCommerce | Camelot Flows","WooCommerce: разработка, редизайн или миграция.",Legacy website service offer,incoming 5; outgoing 36,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/ecommerce-wp,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/ru/for-agencies,200,indexable,https://camelotflows.dev/ru/for-agencies,ru,Агентствам | White-Label партнёр для веба и AI,"Свободные руки для агентств, которые взяли больше, чем могут потянуть.",White-label agency support,incoming 65; outgoing 44,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/for-agencies,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/ru/industries/hvac-refrigeration,planned,planned indexable,https://camelotflows.dev/ru/industries/hvac-refrigeration,ru,Planned localized metadata,Planned localized H1,Automation for HVAC and refrigeration sales and service,"planned links from homepage, related industry/service pages, and footer",Not applicable; new URL,,CREATE,https://camelotflows.dev/ru/industries/hvac-refrigeration,none,Required focused commercial route with complete localized content.
https://camelotflows.dev/ru/industries/technical-distributors,planned,planned indexable,https://camelotflows.dev/ru/industries/technical-distributors,ru,Planned localized metadata,Planned localized H1,Automation for technical equipment distributors and importers,"planned links from homepage, related industry/service pages, and footer",Not applicable; new URL,,CREATE,https://camelotflows.dev/ru/industries/technical-distributors,none,Required focused commercial route with complete localized content.
https://camelotflows.dev/ru/launch-site,200,indexable,https://camelotflows.dev/ru/launch-site,ru,"Твой сайт, запуск за 7 дней. | Camelot Flows","Твой сайт, запуск за 7 дней.",Legacy website service offer,incoming 5; outgoing 36,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/launch-site,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/ru/legal,200,indexable,https://camelotflows.dev/ru/legal,ru,Условия использования | Camelot Flows,Условия использования,Legal and privacy information,incoming 33; outgoing 41,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP,https://camelotflows.dev/ru/legal,none,Required trust and legal route.
https://camelotflows.dev/ru/merlin,200,indexable,https://camelotflows.dev/ru/merlin,ru,AI-агенты Merlin | Camelot Flows,"AI-агент, который ведёт твою первую линию.",Legacy AI assistant offer,incoming 119; outgoing 45,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/merlin,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/ru/merlin-automation,200,indexable,https://camelotflows.dev/ru/merlin-automation,ru,"Твой первый цифровой сотрудник, в работе. | Camelot Flows","Твой первый цифровой сотрудник, в работе.",Legacy AI assistant offer,incoming 5; outgoing 36,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/merlin-automation,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/ru/privacy,200,indexable,https://camelotflows.dev/ru/privacy,ru,Политика конфиденциальности | Camelot Flows,Политика конфиденциальности,Legal and privacy information,incoming 6; outgoing 41,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP,https://camelotflows.dev/ru/privacy,none,Required trust and legal route.
https://camelotflows.dev/ru/quote-to-order,planned,planned indexable,https://camelotflows.dev/ru/quote-to-order,ru,Planned localized metadata,Planned localized H1,Supervised request-to-quotation workflow automation,"planned links from homepage, related industry/service pages, and footer",Not applicable; new URL,,CREATE,https://camelotflows.dev/ru/quote-to-order,none,Required focused commercial route with complete localized content.
https://camelotflows.dev/ru/service-automation,200,indexable,https://camelotflows.dev/ru/service-automation,ru,AI-автоматизация и агенты Merlin - Camelot Flows,Один разработчик — целая AI-команда.,Supporting automation service,incoming 34; outgoing 45,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/service-automation,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/ru/service-creation,200,indexable,https://camelotflows.dev/ru/service-creation,ru,Сайты по фиксированной цене от €390 - Camelot Flows,"Сайты, которые запускаются от €390.",Legacy website service offer,incoming 39; outgoing 45,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/service-creation,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/ru/service-maintenance,200,indexable,https://camelotflows.dev/ru/service-maintenance,ru,Поддержка сайта и планы ухода - Camelot Flows,Сайт — это живой организм.,Legacy website service offer,incoming 37; outgoing 45,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/service-maintenance,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/ru/service-marketing,200,indexable,https://camelotflows.dev/ru/service-marketing,ru,Чтобы тебя находили — локальное SEO - Camelot Flows,"Чтобы тебя нашли, когда тебя ищут.",Legacy website service offer,incoming 34; outgoing 45,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/service-marketing,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/ru/websites,planned,planned indexable,https://camelotflows.dev/ru/websites,ru,Planned localized metadata,Planned localized H1,"B2B websites, WooCommerce, client portals, and integrations","planned links from homepage, related industry/service pages, and footer",Not applicable; new URL,,CREATE,https://camelotflows.dev/ru/websites,none,Required focused commercial route with complete localized content.
https://camelotflows.dev/ru/work-with-me,200,indexable,https://camelotflows.dev/ru/work-with-me,ru,Сотрудничество | Продуктизированные веб- и AI-услуги,Одна мастерская. Находят и конвертит. Прозрачные цены.,Legacy website service offer,incoming 98; outgoing 47,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/ru/work-with-me,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/service-automation,200,indexable,https://camelotflows.dev/service-automation,en,AI Automation & Merlin Agents - Camelot Flows,"Hire a workshop, deploy an agent.",Supporting automation service,incoming 35; outgoing 45,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/service-automation,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/service-creation,200,indexable,https://camelotflows.dev/service-creation,en,Fixed-Price Website Builds from €390 - Camelot Flows,Sites that ship from €390.,Legacy website service offer,incoming 40; outgoing 45,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/service-creation,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/service-maintenance,200,indexable,https://camelotflows.dev/service-maintenance,en,Site Maintenance & Care Plans - Camelot Flows,A live site is a living thing.,Legacy website service offer,incoming 38; outgoing 45,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/service-maintenance,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/service-marketing,200,indexable,https://camelotflows.dev/service-marketing,en,Get Found — Local SEO for Small Businesses in Romania & Europe | Camelot Flows,Be found when they search for you.,Legacy website service offer,incoming 35; outgoing 45,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/service-marketing,none,Preserve the existing intent and search signals as a secondary or footer route.
https://camelotflows.dev/websites,planned,planned indexable,https://camelotflows.dev/websites,en,Planned localized metadata,Planned localized H1,"B2B websites, WooCommerce, client portals, and integrations","planned links from homepage, related industry/service pages, and footer",Not applicable; new URL,,CREATE,https://camelotflows.dev/websites,none,Required focused commercial route with complete localized content.
https://camelotflows.dev/work-with-me,200,indexable,https://camelotflows.dev/work-with-me,en,Work With Me — Found & Converting Websites | Camelot Flows,One workshop. Found & converting. Clear prices.,Legacy website service offer,incoming 101; outgoing 47,Not discoverable from public crawl; verify with Search Console/backlink export,,KEEP BUT REMOVE FROM PRIMARY NAVIGATION,https://camelotflows.dev/work-with-me,none,Preserve the existing intent and search signals as a secondary or footer route.
